Model,Accuracy,F1_Score_Macro,F1_Score_Weighted,Home_Win_Precision,Home_Win_Recall,Draw_Precision,Draw_Recall,Away_Win_Precision,Away_Win_Recall
PyTorch,0.5971830985915493,0.5250831753246269,0.5689510662851207,0.639344262295082,0.7597402597402597,0.47619047619047616,0.18292682926829268,0.5693950177935944,0.6722689075630253
XGBoost,0.5859154929577465,0.4568258869842257,0.5220044711261209,0.6155778894472361,0.7954545454545454,0.3333333333333333,0.03048780487804878,0.5589225589225589,0.6974789915966386
RandomForest,0.6,0.5602749810768303,0.5929253597617413,0.6719242902208202,0.6915584415584416,0.4108527131782946,0.3231707317073171,0.6060606060606061,0.6722689075630253
